text,label
@JetBlue who do you think is gonna win Mayweather or Pacquiao?,neutral
@jetblue terrible landing on 915,negative
@united have been waiting 2 days for my military bags from an airport 3 hours away from me. Horrible.,negative
@USAirways @americanair I feel sorry for AA,negative
@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.,negative
@united So excited I was put on an earlier flight to get home! Woo Hoo! #travel 🎉🎉🎉,positive
STOP THIS “@JetBlue: Our fleet's on fleek. http://t.co/Ac6zwmuOOn”,negative
@USAirways owes Tammy from the Winston-Salem call center for keeping me as a customer!,positive
@JetBlue @NinaDavuluri 😃cool,positive
@JetBlue thank you!!,positive
@JetBlue no excuse though for 3 gate changes though.,negative
@united  Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??,negative
"@AmericanAir looking for status of flight 1388 schedule for 5:15 am tomorrow morning, thank you",neutral
@USAirways is the absolute worst airline. 13 women were inconvenienced due to maintenance issues. Stuck all over- no care given.,negative
@AmericanAir Flight 953 NYC-Buenos Aires has been delay since yesterday at 10PM. Is going to take off at 3.30PM now? Give us answers!,negative
"@AmericanAir I love the Admiral Clubs! Thanks, hey can you follow me?",positive
@USAirways I have been I hold for 40 min. My 5:50 flight just got Cancelled Flightled and rescheduled for Monday. This is unacceptable!,negative
"@SouthwestAir cool the plane you said is ours that just left the terminal for a diff city? She a cold betch for ""flying the friendly skies""",negative
@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃,positive
"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst",negative
@USAirways can you please have your employee that has been called 5 times by the flight crew finish maintenance on US 734 so we can depart!,negative
@JetBlue Any option for luggage assistance on the ground at HPN? Flight 2168 delayed 2+ hours &amp; we will have 2 sleeping kids when we land,negative
@SouthwestAir: why no charging station in SAN?,negative
"@united  bags left behind because plane overweight, be great if knew as soon as we landed, instead letting us wait 45 minutes with no info.",negative
@AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.  http://t.co/7t1rDRCRe6,neutral
@united or frontier ... http://t.co/n8WiNFu6C5,neutral
"@USAirways When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?",negative
"@united Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily.",negative
@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,positive
@SouthwestAir thanks I think we've got it figured out,positive
@JetBlue nope. Currently sitting at my gate.,neutral
@AmericanAir the bags arent even loaded on the plane??? #Flight293,negative
.@united Let us know when you find everyone's luggage. Thanks. #UnitedAirlines,negative
@USAirways I respect the stress of a merger but one rep to reschedule/replane 15 ppl who are already Late Flight? #youcandobetter,negative
"@united How is this considered ""on time"" if it's arriving at destination half hour Late Flightr than scheduled? http://t.co/YMFTw1uyHr",negative
@USAirways luggage and contents destroyed both on outbound trip last week&amp;inbound lastnight in philadelphia #Careless,negative
@AmericanAir I certainly hope my LA /PBI on 25 th has a NEW plane . The seats on Feb 11 th flight ( in reverse) God awful,negative
"😢😢 RT“@JetBlue: @Peaches275 Oh no! Unfortunately, the code must be entered at the time of purchase in order to qualify for the points.”",neutral
"@JetBlue I want you guys to be the first to fly to #Cuba, from NYC.",neutral
@JetBlue no. come on.,neutral
@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet,negative
@SouthwestAir I receive bad customer service and ended up spending several hundred dollars to accommodate my family during each cxl flight,negative
@SouthwestAir I am committed okay please hook me up for #DestinationDragons,neutral
“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,positive
@southwestair cool shot of the moon and one of your fleet http://t.co/kl9BAiMES6,positive
@USAirways on Sunday! Can't wait! See you then,positive
@SouthwestAir thank you. See u next wednesday in FLL. Save me some peanuts,positive
@USAirways using all of my monthly minute on hold with you assholes,negative
"@SouthwestAir ""Will my luggage be on that flight?"" ""No"" ""Y not"" ""bc ur on that flight n it won't end up where ur goin http://t.co/6Zj6L2ZTua",negative
@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!,negative
@USAirways delays due to refueling are out of your control? If that's true I never want to fly US Airways again,negative
@united #UnitedAirlines Any other way ORD to ABQ anytime within the next 7 hours?,neutral
@united it's not there we tried. It's already here in cancun just no one has delivered it,negative
@united is a money sucking airline with terrible terrible customer service,negative
@SouthwestAir why does the customer service have rather inconsistent information,negative
"@SouthwestAir I fly back to Omaha for my grandmothers funeral, you Cancelled Flight my return flight and dont bother to notify me. Thanks a lot.",negative
@USAirways I want to love you! 43 minutes on hold! Help me understand why I switched loyalty programs. http://t.co/cHGy5yrVka,negative
You have to follow me back so that I can DM @SouthwestAir,neutral
@USAirways nope not yet...,negative
@united @reebok @rockinwellness @ Denver International Airport https://t.co/tKVmHBkeC3,positive
"@JetBlue awesome, thanks! on hold now.",positive
@SouthwestAir love..luv the addition of the passbook option.,positive
"@AmericanAir DM the locator code, thanks.",neutral
@united right... Are you guys charging for the air we breathe next?,negative
@AmericanAir thanks. They did not charge anything in the end so all is good.,positive
@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?,neutral
"@SouthwestAir I'm upset because we were lied to. Was told ice on runway, but EVERY other carrier was able to fly. Airport confirmed no ice!",negative
@JetBlue Headphone jack not working on my flight.,negative
@USAirways please have your people hold flight 599 from Phoenix to San Jose.  We pulling up to the gate! Scheduled to depart at 5:40,neutral
@SouthwestAir How many tickets are left?,neutral
@JetBlue thanks for making my vacation not worth it again... Currently waiting on the runway for another hour to DEPLANE,negative
@AmericanAir - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help.,negative
@AmericanAir really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USAirways are useles,negative
"@USAirways stuck on Tarmac for 30 mins at PHL waiting for someone to load baggage,ridiculous http://t.co/BRCsjBxG2s",negative
@JetBlue ...second incident of lost baggage.  I sent you a DM.  Thoughts?,negative
"@JetBlue - I did, but since I was stranded in SYR without a ride I missed the window of opportunity to have rights in this matter. (4 hours)",negative
@SouthwestAir yes can do,neutral
@AmericanAir does not know the meaning of customer service. Nightmare. Paid for direct flight. Bumped to Dallas. Flight Cancelled Flighted. Terrible,negative
"@SouthwestAir I've been on hold for an hour now. 59:57 as I type this. Ridiculous! All I need is the link to the chart that has routes, time",negative
Why we can't have nice things. RT @JetBlue: Our fleet's on fleek. http://t.co/HP9RPPCvHx,neutral
@united I appreciate the follow up.,positive
"@united Thanks, ^KP. Please also mention the Quiche breakfast and Tandoori chicken dinner entrees and accompaniments are truly First Class.",positive
@SouthwestAir you will extend if I call the day it expires.why can't it just be extended now?#mightmismybrosgraduation,negative
@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson,negative
@united my flight Cancelled Flightled new flight 5012 hopefully will not.,negative
@USAirways any updates on flight 5202 from ORF to PHL no one at gate...  ;(,negative
.@USAirways and then you said I could move my Thursday flight for free if I CALL A NUMBER. And then you HANG UP ON ME.,negative
@SouthwestAir why have you guys jacked up the prices AFTER you said prices were going to be lowered? SMH,negative
@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM,positive
@USAirways i have a question. i need to talk to someone by email. Can you give me your email address? Thanks.,neutral
@AmericanAir The pilot told us they would release bags as well as offer hotel vouchers. Neither happened.,negative
"@AmericanAir yeah, buy me a @Delta plane ticket from San Diego to Detroit so I can fly one of their planes home tomorrow",negative
@SouthwestAir go south everyone,neutral
"@USAirways 100 feet from the gate at PHL, but no ground crew. You can't make this up.",negative
@USAirways thanks.,positive
@AmericanAir I tried already and I am on the waiting list for a call back #2hourwaitsucks,negative
@JetBlue awe you guys are great can't wait to travel with you again soon!!!,positive
@JetBlue flight to Orlando is unable to serve hot bevies.... So they've made movies and alcohol complimentary. That works,positive
@USAirways you gladly take the loyal customer's money but when you cause an inconvenience you do nothing to help fix the problem you caused.,negative
@USAirways you are horrendous.  Pull your shit together,negative
@SouthwestAir yeah they told me it would be on the next flight. I drove down and it wasnt. I just drove down for a second time and they were,negative
@SouthwestAir shhhh i don't want something else to steal our deal😉,positive
@USAirways @AmericanAir I was supposed to get from fresno to pittsburgh by 10pm.  Instead I'm now not getting in until 4pm... tomorrow,negative
@AmericanAir is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?,negative
@SouthwestAir and currently as im bringing my 3 year old to the bathroom I'm being rushed by the flight attendant.,negative
@SouthwestAir has the winner for #DestinationDragons been announced yet? If not when will they be??,neutral
@USAirways Almost home ...East Coast Freeze headed to PHL connect AVP TGIF http://t.co/WXowZhpgfL,neutral
"@JetBlue, why must you always delay my Late Flight night Orlando flights? 💔",negative
@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome,positive
@united My wife and I will be sharing this dreadful experience. Don't pretend UA cares about young girl traveling alone # United Airlines,negative
@united and what am I suppose to do with that number?,neutral
@JetBlue I'd fly to an airline who actually gave a crap about its fliers outside of generic apologies. Jet Blue is terrible #jetblue,negative
@united on line baggage system complete rubbish. bag missing 2 days. No meaningful information.,negative
@USAirways  will be stuck in PHX overnight.  Service is getting worse.  Flying southwest from now on.,negative
"@united EWR ppl told me to call 1800#, have 2x/day since Monday. Still at layover loc. have that ref # tho. Any help appreciated.",negative
"Is it insulting that @USAirways @AmericanAir offer a ""non required $50 voucher as a goodwill offering..At least my bag can fly round trip",negative
"@JetBlue even tho the extra 5 lbs are still going on the plane, just as a carry on. Where is the sense? What do you say to fat people?",negative
@SouthwestAir seems like you could make more money by opening up seats on a more desirable flight.,neutral
@USAirways thanks !!!,positive
"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable @JetBlue",positive
"@JetBlue understand that, but this policy of targeting your passengers is not good for business and should be addressed with security",negative
@USAirways every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.,negative
@united still no response??,negative
@AmericanAir me because it might not be so urgent for you but it really is for me. (5),negative
"@JetBlue but thank you! Love, an anxious flyer.",positive
"@united Yes, they did. Must have fixed the broken ramp. Thanks!",positive
@JetBlue oh hell no. I'm not waiting again to get hung up on after speaking to 2 #rudeservice people,negative
@SouthwestAir will you please work out a contract with @triflight to offer service there..,neutral
@AmericanAir thanks so much!,positive
"@USAirways @AmericanAir me after arriving at 8:41am for a flight scheduled to depart at 8:57am. doors closed, no agents",negative
@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B,negative
"@USAirways I been sitting on this plane for 40 minutes, and they are saying another 15 minutes something about paper work. This sucks !!",negative
@AmericanAir so what if I didn't have the funds to purchase another ticket? Your error would cause my family to miss the funeral,negative
@SouthwestAir - Great flight from Phoenix to Dallas tonight!Great service and ON TIME! Makes @timieyancey very happy! http://t.co/TkVCMhbPim,positive
@SouthwestAir how long does it take for points from RR Shopping to post to my account? Got email saying I've earned points but don't see em,negative
@AmericanAir robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow.,negative
@SouthwestAir what are the chances you will be Cancelled Flighting all flights in and out of Nashville again?,negative
"@SouthwestAir was earlier, for reFlight Booking Problems flight I'm on now. Didn't get a screencap, just said ""unspecified error"" and to call SWA",negative
@united crashed trying to check in.,negative
@USAirways me too!,positive
@SouthwestAir DM Sent.,neutral
@southwestair your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.,positive
@SouthwestAir been sleeping on the floor like I'm homeless and now delayed flights because the equipment isn't working! I have a job to get2,negative
@SouthwestAir - thanks for Cancelled Flighting our flight to BOS. We're stranded in DEN til Wed night. The 7 of us will never fly #southwest again,negative
@USAirways I will NEVER travel US Airways again. Flew in from LA to DC last night and for the 2nd time on this airline my bags didn't arrive,negative
@JetBlue that's where we all get on the same page. Cancelled Flighted it 45 mins ago. @delta @SouthwestAir help flights from @tfgreenairport to MCO?,negative
@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!,negative
@united we are trying to go as far away from King'sCollegeLondon as possible for #charity today. Would you help us ? #jailbreak #RAG,neutral
@united  Serious firing needs to happen at HNL. They broke the wheelchair you loaned me after you broke mine! http://t.co/bT37KyrByJ,negative
@united no I don't. Spoke with baggage contact at 1-800 number. Said they will try to get bags to stay at IAD for pick up tmrw,negative
@united what is that going to do for you? Nothing just like you always do,negative
@united what is the problem with your flights to ny today,negative
@USAirways @AmericanAir 2hrs Late Flightr finally taking off😂😂😂,negative
"@AmericanAir, I've been booked on the wrong flight! And now PE desk has a wait of more than 2 hours?!",negative
@USAirways Know what I like about gate 35X @NationalAirpor ? Nothin.I like nothin bout yo #ghettofab gate #USAirways http://t.co/mAqw2nLNiU,negative
@USAirways flight 4524  first a 2 hour wait for a deadhead crew  then deadhead crew takes overhead bin space paying customers annoyed,negative
"@JetBlue okay so anything using contactless EMV should work, just your internal testing and training is currently Apple Pay specific?",neutral
"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29",neutral
@SouthwestAir I want to file a formal complaint against a disgruntled employee @ LaGuardia who ruined mltple people's travel plans yesterday,negative
@USAirways why won't you help me get my luggage back? I'm a teen trying to change the world in DC #Flight5182 #usairways,negative
@united an over booked flight to start with and a red eye from lax to bos with no reclining seat.... #lastflightwithyouever,negative
"@united here I was thinking how I could say so many nice things after getting upgraded, but then you delayed my flight... It's ok!",negative
"@USAirways comin in clutch and sending me to Charlotte then home, I h8 u @AmericanAir, except for Wayne u a real g #ThankJesus #ThankMe",negative
"@united hi guys, do you have a general enquires email address please? Thanks David.",neutral
"@USAirways what's the point of email stating I didn't get bumped to 1st class? I know I'm not in first class, I booked the regular ticket",neutral
@JetBlue thanks JB!! This is why I 💙 you!,positive
@SouthwestAir Another delay. Wow,negative
@USAirways pure anarchy on flight 555 to SLC. People walking in with nothing packed in bags with arms full of stuff. #getittogether,negative
@usairways sadly they've tried that and airport agents…no flights so they're stranded at PHL. No chance of a hotel for them?,neutral
@JetBlue haha thanks Jetblue👌☺️,positive
@SouthwestAir Is my friend lucky enough to see #DestinationDragons live on his birthday? He's been a fan for years @thirty_lives,negative
@united  @MrAndyEp like 2 weeks after my flight!?!? Creative!,neutral
@united past,neutral
@SouthwestAir tried to enter that rapid rewards contest link on facebook but all my browsers kept popping up security warnings 4 it.,negative
@JetBlue 6 hour delay. Supposed to land at 9pm now it's 3am. Still not boarding. #EpicFail,negative
@AmericanAir can you use the aa credit platinum select world mastercard for Alaska flights?  Or just american?,neutral
@AmericanAir the flight I'm trying to change is in 4 hours and I've been trying to reach an agent for 72 now. THIS IS UNBELIEVABLE.,negative
@AmericanAir is your website down? I haven't been able to check in to my flight all morning.,negative
@SouthwestAir I would love to go to the #DestinationDragons @ImagineDragons show tomorrow in Utah at @VelourLive! I've been trying so hard.,neutral
"@SouthwestAir Thanks for not telling us our flight was Cancelled Flightled, not helping us in anyway and ruining my birthday. #worstcustomerservice",negative
@SouthwestAir do you have any flights from NAS-BWI ton March 23?,neutral
"@SouthwestAir I saw ppl were winning tickets still, how do we win some?",neutral
@United are you able to see if there are seats open on another flight??,neutral
"@AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful",negative
"@USAirways yep, check it and my gmail 'Promotions' folder regularly... :-(",negative
@AmericanAir what's the status of flights for Tuesday out of Dallas??,neutral
@JetBlue :/ he was trying to take stuff from the under the seat in front of him and bugging out throughout the flight. Didn't feel safe.,negative
@AmericanAir thanks for the great customer service. Family made it back to SAT safely. The weather at DFW made things a little worrisome.,positive
@SouthwestAir I am completely displeased with the service I received on yesterday flying from LGA to ATL.,negative
@USAirways 2 hours?! And just got disconnected.,negative
@AmericanAir you all should really be ashamed. The entire business class cabin is empty and almost all of first class...,negative
@AmericanAir 767 seconds from touchdown at Madrid airport in April 2013 #AvGeek http://t.co/1yWXRfn0Gr,neutral
@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin,neutral
"@AmericanAir To think that I'm a ""Priority Member""! Wonder how you treat the plebes. I know which rewards card I'm Cancelled Flightling immediately.",negative
@VirginAmerica is the website down?,negative
@JetBlue You mean take more of my time to write you a physical letter because the fraud department doesn't have email or telephones. Right?,negative
@JetBlue this feels nice - what we've got going on here. Let's just swap me out with the fool in 5a and we can make it all better.,neutral
@SouthwestAir Do you still offer discounts on seats for children under 2? We would rather put him in a seat than in a lap!,neutral
@AmericanAir flight 1019 I need 2 b on the first flight out frm MIA 2 TPA. I'm extremely irritated. I've been at this airport for 5.5 hrs.,negative
"@JetBlue @courteroy LOLZ. ""On Fleek""",neutral
"@AmericanAir @barrettkarabis what a joke you can mail
The receipt !! Yet. We can't mail
Them
A payment and fly before hand right",negative
@SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!,positive
@united tried to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees...,negative
"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",negative
@USAirways They're all reservations numbers and none are in Hungary. And my phone not working here. You make it too difficult.,negative
BLOCK ME BIKE RT @JetBlue: Our fleet's on fleek. http://t.co/2z3hGqPRSG,neutral
@SouthwestAir I think I'm shot. Can't find a flight that arrives before business (SAN) on thu. Really want to go too.,negative
@JetBlue we were supposed to be Vieques by 3pm,negative
@AmericanAir After 3 days NO BAGs amazing the way that you neglect customers,negative
@USAirways 2 days and 2 hours on hold the other day. Charge me double for flights and can't even fix it. Worst service I've ever had,negative
"@USAirways not going as planned is an understatement. My flight was just changed AGAIN. If it weren't for a family emergency, I'd Cancelled Flight.",negative
@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,neutral
"@united no worries, I think it’s under control. (the emails are keeping me informed)",neutral
“@JetBlue: Our fleet's on fleek. http://t.co/pr3OeBC2N2” lol wut?,neutral
@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491,negative
@SouthwestAir hooking us up and getting us to Tampa after our flight was Cancelled Flightled this morning #grateful #businesstrip,negative
@USAirways your flight attendants are all jerks 🐳,negative
"@USAirways Now, the JFK Baggage Office has actually run out of paper hotel vouchers. #thislinehasntmovedforanhour",negative
@USAirways this is a complete waste of my day. A trip to my for work has now turned into sitting on your planes all day. Ridiculous,negative
@USAirways you say to call travel agency and they say we cant refund because usairways didnt accept this.,negative
"@AmericanAir Thanks for asking On second plane after maintenance issue, for flight from ORD to LIT. Sitting at gate in very very warm plane",positive
@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,negative
@united I do I was on UA 495 LAX TO DEN - we are scheduled to land LAX @ 7:38 am - please rebook to Denver - best flight,negative
@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins,negative
@SouthwestAir Maybe if you comped those that quietly accepted delays or Cancelled Flightations instead of the irate you'd have less issues #justsaying,negative
@AmericanAir I've witnessed a manager named Denise yell at 2 different customers with my same issue. #rude,negative
@AmericanAir - cruel &amp; unusual to Cancelled Flight flight w/o notice &amp; make someone stay on hold for 30min &amp; listen to the same ad in a loop,negative
@SouthwestAir Is there any chance I can get tickets for the Vegas stop? I missed my chance to enter the contest but I love ID to death !,neutral
@united flight #1 no luck on #standby,negative
"@AmericanAir To announce DURING BOARDING that you chose to limit catering to the point that you WILL run out shows a lack of planning, IMO.",negative
@USAirways please please please let my plane back to the gate so I can get off as I will miss connection due to CLT closing. 2034,neutral
@USAirways @JosephTReis Dont bother. They dont pick up the phone. Worst customer service going,negative
@JetBlue she has...she hasn't heard from anyone in over a week. a nonstop flight and her baggage was lost/stolen. customer service 👎,negative
@JetBlue what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?,negative
"@AmericanAir Heard back at 7:30 am today, was put on flight tomorrow AM, arriving home at 4 pm. Meaning I'd have to take a 2nd day off work.",negative
@AmericanAir I need to change a ticket and my res can't be changed online.  I also can't get a call through due to high volume--can u help?,negative
@AmericanAir 767 seconds from touchdown at Madrid airport in April 2013 #AvGeek http://t.co/1yWXRfn0Gr,neutral
@united thank you! 😊,positive
@AmericanAir @SouljaCoy what is AA going to do to fix their utterly embarrassing customer service? You won't even answer the dang phone!,negative
"“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” free tickets , for the i convince .",neutral
@SouthwestAir So today I call into Customer Service &amp; speak with Wendell Holton in the Dallas office &amp; I am told there is nothing he can do,negative
.@AmericanAir I can't even get on the phone with your reservations team. The system automatically disconnects us.,negative
"@AmericanAir thanks, I'll look forward to the response.",positive
@USAirways you airline is doing rather poor right now. In SLC waiting to take off. Was suppose to take off now 2 hours and 3 minutes ago!,negative
"@AmericanAir @CineDrones I just wish that a team member would pick up the phone at this point, let alone be courteous or helpful 😳",negative
"@USAirways Congrats, you've just lost a customer for good. When I made a United weather change, free/5 min. You guys 2 hrs on hold &amp; $25.",negative
@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number,neutral
@united your flights are really cheap what's the catch,neutral
@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long?,negative
@USAirways not Cancelled Flightling #837 because you don't want to put us in a hotel for night is our guess,negative
@AmericanAir rebooked into a different airport. Throwing a wrench into plans 👀,negative
@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,negative
"@USAirways of course! ""Yeah, travel has gotten harder. Ask other passengers if they will switch"" it's not the fact, it's the attitude!",negative
"@united That's called throwing ""loyalty"" out the window and trying to give less awards.",negative
@JetBlue sounds good!!!💙💙💙💙,positive
@USAirways this is how concerned your gate attendants at C26 are this afternoon. #nocommunication #nocrew http://t.co/hFjYN2vtVj,negative
@SouthwestAir no delay. I pay $777.70 for BS A1 ticket. You boarded flight early. I'm last to board. Now have middle seat. Wasted $$$$!,negative
@SouthwestAir we're here at MCO. Thanks.,positive
@united you can't say the flight is pulled in and departs in 2 mins if boarding hasn't even started! http://t.co/2IKbP8gxWi,negative
@USAirways hi is there somebody avail who can help .....with an refund ? its unbelievable on the phone w US for more than 7 hrs in 4 days,negative
@AmericanAir I can hardly believe it! Bundle up and stay warm! 😉,positive
@AmericanAir “Inconvenient” is such a convenient word.,negative
@AmericanAir if you could let me know where I'm staying tonight (if you've booked anything) that would be great. Do I have to go to the,neutral
"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ",negative
@united received hotel but no food.  Also email for 3750 miles.  Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation?,negative
@USAirways trying to change flight because of airline travel advisory. on hold for 45 mins. Help!,negative
"@USAirways Priorities should have been made. Considering a pending snow storm, why delay a flight for an hour &amp; a half? I'd like an answer.",negative
@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues,negative
@VirginAmerica way to take advantage of #MayweatherPacquiao :),neutral
@USAirways And cherry on top-flight 880 was on runway after we landed ON TIME for 45 mins. Still didn't get half the luggage.,negative
@JetBlue just wondering if the website is having issues today. Trying to book a flight with my visa I always use and its rejecting it.,negative
@AmericanAir is 2513 and 1555 on time or Cancelled Flightled?,neutral
"@AmericanAir followed. I tried to @USAirways record locator number, gave me an error code",negative
@AmericanAir awesome! Thx,positive
@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.,negative
@AmericanAir the most stressful morning and still had to pay to check a bag. LAX is a madhouse with a lot of angry customers. Yikes,negative
@USAirways ok thank you! Very helpful! This is why you're my favorite airline!,positive
"@AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems.",negative
@united you have a culture issue,negative
@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload,negative
@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW,positive
"@USAirways Would love to combine AA and USAir accts. Unfortunately, one has my middle name &amp; one has middle initial. Won't allow change",neutral
@AmericanAir @dfwairport listening to all the flights taking off over my house and kicking myself for Flight Booking Problems an AM flight tomorrow. Iceday?,negative
@USAirways I don't think I've ever had a us airways flight that went smoothly.,negative
"@USAirways your customer service in Philly is deplorable, rude &amp; unprofessional gate agents after delays &amp; Cancelled Flightations #takingthistothetop",negative
@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,negative
@USAirways Like I thought this was America.  When did US Airways start operating under the rules of communist Russia?,negative
"@USAirways Forget reservations. Thank you to the great leadership at your company, I've Cancelled Flighted my flight. Once again, thank you.",negative
@USAirways how much is it to check golf clubs on a flight. They might be oversized,neutral
"@AmericanAir SJC-&gt;LAX. After the fourth time, I gave up!",negative
"@AmericanAir flight 45 JFK-LAS. First the catering was Late Flight, the. No push back crew. 2hrs delay.",negative
@united this team added 30 mins on turnaround,negative
@united We waited 40 min for our bags after a 45 min flight #nomorecheckedbags,negative
@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad,negative
@JetBlue walked from the gate to the just ask desk by gate 1 http://t.co/p6ucbVlv5E,negative
@USAirways is okay for u 2 Cancelled Flight change a flight when good 4 u but you cant logistically figure out what 2 do when a plane comes in on time,negative
"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?",negative
@USAirways I never made a reward reservation becuase no one ever answered the phone. The online one I made got Cancelled Flighted and I can't change,negative
@SouthwestAir this is ridiculous. It's been 2 hours on hold to rebook Cancelled Flightled flight.,negative
@AmericanAir @Nashinmypants lmao this is so funny,neutral
@SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood,positive
@united $55 cab ride to dfw from love got me my bag. Reimburse?,negative
".@united Our newest delay, right now http://t.co/96fTLZWtvO",negative
@JetBlue Will do.  I'll tell him you say hey.,neutral
"@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?",negative
.@USAirways thanks!,positive
@USAirways freaking out about the fact you are fixing the engine from Charlotte to Orlando. #longday,negative
@JetBlue yes. They are working on it. Hoping bag is on the next flight and will deliver home...,negative
"@USAirways, I'm expecting 400% reimbursement for the unprofessional decisions with US728 on 21 Feb. Check your very full complaint box.",negative
@VirginAmerica did you know that suicide is the second leading cause of death among teens 10-24,neutral
"@SouthwestAir hey remember that time you lost my husbands bags? I do. 

#filmjobnoequipment 
#nowarmclothes",negative
@usairways  this is ridiculous at CLT  and we missed our connecting flight because of a chuckhole  on runway??  #shameful (1/1),negative
@AmericanAir overall lack of attention or foresight when managing flights.,negative
@united and after being on hold for an hour the day before to sort it out and being told it's fine it should be fine when you arrive to fly,negative
@AmericanAir flight attendants on AA2402 were spectacular.Fed the ENTIRE cabin then food from coach. Why do you keep serving this vile food,negative
@SouthwestAir discount for three delays?,negative
"@JetBlue after boarding flight 0510, the captain informs that he could exceed the16 hrs regulation and turned the plane around. Incredible!",negative
@USAirways on hold for 2+ hours.. Can I book using a Take Flight voucher online??,negative
"@AmericanAir Yes, thanks for checking. Very cramped, but got on &amp; made it safely. Flying back tomorrow at 1pm. http://t.co/CSddCCMvbD",positive
@USAirways there is no extreme weather in Miami. Pick up the phone. Hire more people.,negative
@JetBlue why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC.,negative
@USAirways @AmericanAir According to your costumer support your website is holding my money hostage and you cant do anything about it..,negative
"@SouthwestAir change your hold music, going on hour 3 and i'm about to loose it",negative
